content,polarity
"Bagus banget. Pokoknya jangan sampai masukin code OTP. Ada juga oknum toko yang checkout barang atas nama kita, padahal gk pesen. Parahnya COD. 🥴. Yang rugi kalo sampek ditolak tuh toko lain. Next time shopee keamanannya lebih ditingkatkan Yaw.. overall oke banget 🤗.",Positif
"masih banyak kekurangan nya!! di toko pelapak pembayaran nya bisa metode.cod pas chekout mau pembayaran ternyata ga bisa!! terus metode cod hanya berlaku buat jne sama shoope ekspres,orang mah semua jasa kurir di adain pembayaran cod dong biar yang ga punya atm ga sulit!!!",Positif
Berhenti kerja sama dengan J&T ..banyak sekali oknum2 yg gak amanah saat cod. apa lagi luar pulau.. gak ada respon. tracking gak uptodeat.barang cod udah di bayar di tracking barang tertunda di droppoint berhari2 gak selesai. sangat merugikan. Biaya Pajak adm di shoppe besar bgt.,Negatif
"Saya suka belanja di shopee cuma biaya admin cod dan layter terlalu mahal. Masih murah di lazada 0 admin! Dan kendala sekarang sering ngebuk / sistem eror kembali halaman awal, games juga eror, vidionya eror tidak ada gambarnya, walau di pembersihan chace tetap sama, hapus dan instal lagi, itu juga hanya beberapa hari lancarnya, setelahnya eror lagi🤦. Semoga ada perbaikan di shopee dan sukses selalu. Maaf bintang saya kurangi 1",Positif
"Gue saranin deh pindah ke tiktok shop, COD gak ada biaya embel embel, dulu gue suka banget pake Shopee karna murah banyak gratis ongkir, skrg boro boro, repot banget milih toko yg ada gratis ongkir nya, kebanyakan barang gakepake yg dibuat free ongkir!!!!!!!! Bye shope yg makin kesini makin muahaalllllll biaya embel embel nya !!!!!! Kasian yg dagang harga murah gajadi dibeli grgr ongkir dan biaya cod nya muahaaaalllllll !",Negatif
"Saya member platinum sangat kecewa sama pihak shopee komplain tidak di respon,pesan barang lewat cod dalam perjalanan tiba2 barang di batalkan otomatis oleh sistem shopee,dan akhirnya COD saya di nonaktifkan sementara karena melanggar ketentuan,SHOPEE yang membatalkan pembeli yang kena getahnya",Negatif
"Mantapppp....pengiriman cepat....kalo lambat dalam pengiriman biasa y diseller sama expedisi y....tapi tolong klo bisa seller y yg salah diberi teguran,,klo pesan udah sesuai deskripsi warna yg dikirim malah beda warna... Dan buat shoppe klo bisa ongkir y jangan hanya shopepay sama shopepaylater.... Yg COD juga klo bisa ongkir bebas anter",Positif
"Shopee bikin gemes bgt dah, udah kejadian 2x belanja pakai metode pembayaran CC, dan sudah berhasil, tapi tiba2 pas kurir anter barang kok disuruh bayar seakan2 COD, kan udah bayar di sistem Shopee nya knp jd mesti bayar lagi pas COD, lagian bukan pakai metode COD, wah gawat nih Shopee udah mulai nguras uang customer secara halus, org dibikin bingung. Gak lagi lagi dah belanja disini harus jeli bgt klo gak uang dikuras",Negatif
"Kenapa y kak? Udah tertera bisa bayar di tempat Pas check out nya COD nya gk berlaku:( Padahal udah pake filter jugak masih gk akurat:( Mohon perbaiki aplikasi shopeenya ya min:) Biar jadi apk online shoping yang bagus dan akurat,dan tidak mengecewakan Trims:)",Negatif
"saya sangat suka belanja di online shopee gak ribet gak cape tinggal duduk manis di kursi nunggu datang paket ,walaupun ya hasilnya ya kadang puas kadang engga kadang mengecewakan tergantung yang jualnya,maunya aku sih cod karna bayarnya jauh misal harus ke alfa dan yang lainnya,transfer ga bisa akunya, sama gratis ongkir biar belanjanya tambah lebih murah gituh ,tambah semangat belanja 😄akunya ,Semoga makin maju shopee ,aku senang berlangganan di shopee gampang tinggal milih apa aza sukses",Positif
lebih mudah ketika belanja tidak perlu repot dateng ke toko/store apalagi bisa COD dan di tambah lagi skrg ada s-pay latter mantepp banget pokoknya bisa belanja dan bayar nya bulan depan aa happy banget! thanks shopee❤️,Positif
"Bagus banget. Mudah belanja nya yg di sekitar gak ada jua. Tapi sayang kenapa yah punyaku ini ada gratis ongkir buat pengguna baru tpi tidak dpt digunakan, katanya pembayarannya harus COD tpi waktu di ubah gak bisa di ubah ke COD",Positif
Aplikasi yang sangat membantu dalam proses belanja dan membeli sangat mudah digunakan dapat disemua handphone yang berbasis android banyak sekali fitur fitur nya dan game game yang sangat menarik sekali dan banyak voucher voucher yang diberikan bisa diakses walaupun diwilayah yang terpencil bisa cod dan masih banyak lagi,Positif
"Aplikanya memang bagus. Wahai para Pelanggan jika pesananmu melalui cod, jangan bayar sebelum buka, kadang barang yg diantar kurir kekita barang palsu. Saya pernah mengalaminya, dan saya sekarang kalo belanja melalui cod, jika tidak diperbolehkan buka sebelum bayar mending saya ga belanja lewat cod.",Positif
Sebagai pelanggan shopee perasaan dulu kalau cek out gak ada biaya penanganan dah... Dulu mah cuma ongkir sama harga barang udah beres... Terus udah gitu saya bayar langsung gak cod dateng nya rada lelet habis barang ku dateng ogah lgi sah mahal menurut aku biaya penanganan nya..,Negatif
"Tingkatkan lagi , bikin rongan aplikasi dan mudah proses pencarian, proses toko2 yang tidak jujur , seperti foto barang yg dipajang dan barang yang dikirim, harga tampilan yg rendah pas dibuka sering menjebak, selebih nya puas, voucher cod diperbanyak",Positif
"Ini shope sudah tidak seperti dulu lagi .. saya pengguna shope platinum , sering belanja pakai spaylayer buat usaha , tapi semakin kesini ... Member platinum seperti bukan member platinum , yg dulu nya banyak gratis ongkir di member platinum menggunakan spaylayer , tetapi sekarang tidak ada , kebanyakan gratis ongkir hanya berlaku buat cod dan shopepay , dan potongan gratis ongkir yg dulu potongan nya bisa sampai 40 ribuan , sekarang hanya 20 ribuan .. Mending member itu di hapuskan saja tq",Negatif
Suka sma aplikasi ini belanja mudah bisa cod plus gratis ongkir😁 serasa toko nya ada di depan rumah wkwk harga barang murah lagii dan saya juga suka sama game nya seru jadi gak bosen2 bolak balik ke apk shoppe😊🥰 tingkatin terus ya smoga makin banyak vocher gratis ongkir nya heheheheh,Positif
Kenapa ya aplikasi sy diarahkan utk pembayaran COD? Selain COD kena admin yg banyak bgt pdhal milik adik sy tdk spt itu yg jarak rumahnya hny 45 km dr tempatku? Jd RIBET!!!,Negatif
"untuk CODnya mengecewakan sekali, di keterangan penerima tidak bisa di hubungi padahal jelas2 nomor yang saya cantumkan aktif terus tapi memang dari kurirnya yang tidak pernah nelfon! tolong dong di perbaiki, barang pesanan sampe di retur padahal yang salah dari pihak pengirim orang dia yang tidak pernah nelfon tau2 kasih keterangan nomor tidak bisa di hubungi.",Negatif
Mantap ada fitur cod cek dulu,Positif
"Aplikasi yg sangat membantu cuma sayang kalo belanja pake Shopee latter belanja cicilan dg bayar nanti di sistem sendirikan biar ga jadi beban, masak tagihan jadi satu cicilan tempo masih lama banget harus dibayar juga padahal niatnya mau byar yg COD istilahnya.. Kan jadi beban tolong min diperbaiki, jangan tagihan dijadikan satu jelas membebani..",Positif
"Aplikasi belanja paling buruk, apalagi kurir nya yang malas banget ngirim paket kita. Tolong lah buat Shopee jangan malas amat ngirim paket, udah ditunggu 3 mingguan malah paket di kembalikan, bukan COD pula Tapi langsung cash. Tingkatkan lagi pekerjaan kurir nya.!!!!!!",Negatif
"aplikasi ini sangat bagus, hanya saja saya sedikit kecewa kenapa gratis ongkirnya dikurangi tadinya 3x dalam sebulan dan sekarang cuma 2x dalam sebulan, jangan dikurangi dong... Terus nggak bisa COD lagi 😔",Positif
"suka belanja dishoppe tapi sayang pakai shoppe later biaya cicilan mahal banget,mau cod juga biaya penangananya mahal,murah dilazada.",Positif
Sangat kecewa dengan pelayanan Shopee yg menghilangkan fitur cod karena gagal pengiriman bukan kesalahan saya melainkan selernya yg tidak amanah yg menjual barang tidak sesuai deskripsi,Negatif
"Gratis ongkirnya atau cod nya emg gk diragukan,tapi aplikasi ny skrg lemot minta ampun,lalap asal buka shoppe di 5mnit baru buka lngsung lengket lelet ,hrus kluar masuk kluar masuk,ujung2nya gk jdi pesan karna lelet lengket gk bisa diapa2in.trimsksih.cpat atau lambat kalau bgini sistem ny terus pasti bkalan berpindah ke aplikasih lain",Negatif
jujur lebih enak jika ekspedisinya JNT klo SPX di lokasi saya tinggal kurang memuaskan.. jika COD harus antae kerumah customerkan..lah ini jasa SPX disini dusuruh ambil ke rumahnya yg jraknya bisa sampai 10km..lokasi saya saat ini di kalimantan selatan kabupaten kotabaru kecamatan pamukan utara.. Tolong klo bisa ganti SPX yg ada di sini.,Negatif
Kenapa ya shope di metode pembayaran nya disuruh memilih dulu tapi nanti ongkir ya malah makin gede biasanya kalo milih cod GK begitu,Positif
Pengirimanya lama ...2 mingguan lebih g gerak2 lagi ... untung cod.. jd g rugi klo g dtg brgny.. mending belanja di tiktok 3 hari udh dtg.. bener2 shope ni buruk bgt,Negatif
terkadang pilih pembayar nya ada yg langsung COD ada yg pilih metode pembayaran nya padahal 1 toko ribet sekali,Positif
"nahh udh ga lag minn mantapppp deh udh bisa puas cari barang tapi jangan banyakin iklan nya dong, tp lucu sih lagunya, shopee cod shopee cod",Positif
"Dear shopee Saya kasir di salah satu minimarket kesulitan untuk metode pembayaran yg amat sulit (shp.......) rawan salah dan itu membutuhkan waktu yg lama untuk sebuah transaksi Apalagi kalau antri banyak, dan konsumen bayar 5 transaksi misalnya Lebih mudah dari merchants lain dengan hanya scan barcode, Thanks,",Negatif
"Sbgai msukan buat tim shopee tntang 60 hari pmblokiran gk bs cod lg klo 2x nolak paket .. Shrus ny ad pngecualian slah satu ny jika brang yg d kirim brang penipuan yg d psan lain yg dtg lain.. Sperti saya sdah 2x nolak cod krna brang penipuan, sdh lapor tapi msih kena pinalti 60 hari gk bs cod.. Kecewa saya sma shopee sdh jlas2 brang/toko ny trbukti penipu msih jga saya dpt pinalti 60 hari block COD.. sdah mlapor tpi tidak jga d tnggapi..",Negatif
Pelayanannya mantap kurirnya baik COD bisa antar sampai ke rumah. Semoga shopee semakin di di depan. Yang aku suka di shoppy barangnya tiba tepat waktu. Mantappp pokoknya 👍👍👍,Positif
Sistem pembayaran menjamin agar pembeli tidak dirugikan. Yg merasa ribet saya anggap tidak memiliki pendidikan. Saya tidak pernah menggunakan sistem COD.,Positif
Tidak ada penindak lanjuta untuk barang cod yang tidak dipesan tapi tiba tiba nyampe ke rumah.,Negatif
"Shopee belanja mudah murah terlengkap kapan aja bisa belanja bisa cod, cod buka dulu dan bisa payleter gampangkan",Positif
Suka dengan aplikasinya tpi datang paketnya lama dan skrg ga bisa COD tolong dong agar bisa COD😭,Positif
tabungan koinnya yg bisa ditarik kok cuma 200 koin c min kembaliin kayak dulu dong bisa diambil 500 koin sama kenapa biaya penanganan pas bayar shopeepay lebih mahal timbang cod,Negatif
"Gratis ongkir dan pengiriman cepat,kurir ramah, suka sm COD CEK DULU ,mantap",Positif
"Saya suka dengan adanya sistem COD CEK dulu,karena barang yang kita beli belum tentu sesuai,terima kasih atas kebijakannya🙏🙏",Positif
"Tiap saya order ke sofiee ko baranh saya selslu diretur oleh penjual nya , ekspedisinya EPX jd saya ga bisa COD , dikira nya saya yg membatalkan dan mengembalikan brng tersebut",Positif
Beneran kejadian saya sama dengan kakak yang komen di bawa ini.. masa paket blum sampai ke saya udah di bilang ditolak trus di kembalikan ke penjual mana saya nunggunya lama bukan sekali tapi beberapa kali sampai gak bisa cod lagi,Positif
"Kecewa banget sama shopee sistem anda yang bobrok banyak seller penipu sekarang di shoppe hati hati belanja di shoppe, wajar dong paket di tolak tidak sesuai kenapa akun saya di nonaktifkan sistem COD padahal coba anda croscek tu seller yang ngirim seller betul atau penipuan.",Negatif
Mon maap aku turunin ratingnya 🥺 Makin kesini kok makin mahal aja biaya penanganan disistim cod... Padahal dulu gak ada macem2 biaya kyak gini 🙏,Positif
"Knp sistem COD saya dinonaktifkan pdhl 2× COD Cek Dulu bkn kesalahan saya tp kesalahan penjual, pesanan 8 botol herborist minyak zaitun 75ml tp dikirim cm 5 botol ya tentu saya kembalikan, bego aja kalo mau rugi gt kan utk dijual lg kmd yg terakhir saya kembalikan kan saya pesan 4bh bedak pixy refil tp yg dikirim 2bh lipstik hanasui ya tentu saya kembalikan dong, kan saya ga jual produk hanasui & ga mau dirugikanlah. Ini ga karuan nih shopee, ya saya kasih bintang 1 krn parah & payah!!!!!",Negatif
"Saya sangat kecewa dengan soppe, saya pesan barang, baru 5 menit trus saya batalkan, karena saya liat di toko lain yg lebih murah, harganya beda nya 50 persen, saya pembeli otomatis nyari yg lebih murah dong, baru 5 menit pesan saya batalkan, selang 2 hari kurir soppe tlpn katanya mau anter barang lah saya kan kaget karena barang sudah saya batalkan, karena cod barang tetap dikirim, akhirnya saya bayar walau hati ini kecewa, saya jadi customer soppe udah lma dan sering blanja di soppe, pemaksaan",Negatif
Sy pikir ulasan negatif tetang shope hanya ungkapan kekesalan krn bnyk seler yg nakal ternyata mmg bnr shope spt sengaja melindungi seller / pedagang yg nakal. Bukti nya sy mengalami sendiri sy menolat pesanan sy krn sy merasa di tipu sm pedagang semua bukti sdh sy ungkapkan tp bkn nya ditindak krn sdh menipu pembeli malah sy di blok untuk COD nya. Team shope yg terkait tdk bisa membedakan mana pembeli yg baik dgn penjual yg hanya hoby menipu. Bkn nya ditindak malah di lindungi. KECEWA 😡😡😡😡,Positif
"Merasa nyaman belanja di Shopee ya... Soalnya ada fitur COD cek dulu, pay latter dan banyak subsidi ongkir",Positif
"Gak Ada Pembayaran COD ,,wlpn ada untuk barang2 tertentu 😩 untuk yg lain nya gk ada,,, ribet klo harus jalan dan bayar ke indomart atau alfamart,,karna tidak semua pake kartu kredit,,,klo ada sistem cod di setiap toko yg ada di shopee belanja jdi lebih nyaman,,karna kita hanya duduk diam di rumah sambil nunggu barang datang,,gk ribet harus bayar dulu ke outlet,,ya klo outlet nya deket,,klo jauh 🙏",Negatif
"Alhamdulillah selama pake shopee ngga pernah kecewa, cuma kok voucher gratis ongkirnya kadang suka ilang trus muncul lagi. Mohon di perbaikinya developernya kalu bisa adain aja trus voucher gratis ongkir untuk COD 😁 🙏🏻",Positif
"fitur cod cek dulu ga berguna, kurir sering tergesa"" barang sering ga sesuai dari foto produk",Negatif
"Adminnya muahal kalo mau jualan di shopee sekarang.. lalu kalo COD, barang yg dikirim lengkap lha kok katanya gk lengkap tanpa komfirmasi ke penjual,,, langsung rugi deh.. ilang duite",Negatif
"Mudah, ada COD dan Soppe pay yg memudahkan, gratis ongkirnya mantabs, klo bisa ga ada biaya PENANGANAN",Positif
"Sangat cepat pengiriman nya.. real ,, ramah dan sistem cod bagua",Positif
Bisa belanja cod juga dan barang² ny tu klo dapet gratis ongkir jdi murah dan memuaskan,Positif
"Cod check dulu setelah diterima paketnya dan dicek tidak sesuai lalu dikembalikan ke kurir, cod diblokir shopee, dsb",Negatif
Shopee sangat mengecewakan sampai sekarang sy tidak bs COD padahal sy setiap belanja di shopee dan tidak pernah belanja di aplikasi lain.....baru 2x batalkan pesanan sudah blokir sistem COD sy......amat sangat kecewa tidak di pertimbangan dulu dgn seringnya belanjanya,Negatif
Suka Banget sama Shopee karena bisa cek barang dulu baru bisa bayar buat COD nya,Positif
Gimana caranya ya agar akun saya bisa COD lagi.soalnya enggak bisa COD Apakah masih bisa COD lagi akun saya jika sudah seperti itu,Positif
Saya kasih 2 bintang. Karena cod gak bisa sampai ke rumah. Aplikasi lain nya bisa pakai ninja expres di antar sampai rumah...,Negatif
"Sistem sudah bagus, toko penjual, jual barang bagus2, tapi jasa pengiriman ini yang bermasalah. Barang sudah datang tapi tidak di update, ada juga barang tidak di kirim tapi bilangnya gagal di kirim, tolong dong pihak jasa kirim jgn asal klaim gak bisa kirim, sy tunggu lama, eh mala cod say di blokir, tuh kasin penjual jilbab gak ngalir duitnya pdhl udh dtg barangnya di saya",Negatif
Aplikasi ini sangat membantu klok barang tidak sesuai bisa di kembalikan jadi gag takut ketipu kalou COD,Positif
Sejauh ini bagus.... Kalau bisa COD cek dulu jgn terlalu lama di matikan karna kita tolak paket yang tidak sesuai saja. Makasih....,Positif
"saya suka shoppy mudah belanja,dan bahannya bagus pas dipakai, bisa cod",Positif
Kadang penjual tidak sesuai mengirimkan barang hingga sampai saya TDK bisa cod karena membatalkan barang yg TDK sesuai masa pesan amplifier dan speaker yang dikirim kantong kresek,Positif
"Lambat dan COD tidak di hantar , notifikasi di batalkan , itu buruk sekali .",Negatif
"Saya beli barang melalui shopee, saya sudah bayar melalui shopeepay, seller meminta pembayaran lagi dengan metode scan barcode, saya menolak karena ada indikasi penipuan, saya laporkan, toko sudah diblokir oleh pihak shopee, namun shoppe pay saya tidak bisa langsung kembali, menunggu tanggal maksimal pengiriman barang baru cancel otomatis.",Negatif
